START, A, 0.04251460139441237
START, C, 0.13604672446211957
START, D, 0.22473667570760603
START, M, 0.008802436061700251
START, N, 0.22159175998801936
START, O, 0.12804299715460007
START, P, 0.07754130821838029
START, R, 0.051516714644657804
START, V, 0.02757209178494767
START, W, 0.0649949248714578
START, END, 0.008319882856049387
A, A, 0.07603402376469061
A, C, 0.08850074670475944
A, D, 0.009557820920719435
A, M, 0.006921628465684047
A, N, 0.6546458022206351
A, O, 0.08392961496006753
A, P, 0.007700798649438348
A, R, 0.034867865723005
A, V, 0.01514187390429193
A, W, 0.007389130575936627
A, END, 0.008817609246152847
C, A, 0.10359324992726214
C, C, 0.031342740762292695
C, D, 0.27799679953447776
C, M, 0.005709921443118999
C, N, 0.3139583939482106
C, O, 0.09642857142857143
C, P, 0.06462030840849578
C, R, 0.02910241489671225
C, V, 0.058524876345650276
C, W, 0.010881582775676461
C, END, 0.004204247890602269
D, A, 0.22165508716593496
D, C, 0.014779847406333917
D, D, 0.0098354716337752
D, M, 0.0072567239248113894
D, N, 0.6234175866331358
D, O, 0.045415796428114746
D, P, 0.0063935893610673035
D, R, 0.019244703976812584
D, V, 0.03133924385149823
D, W, 0.005349303098759643
D, END, 0.009984655385533439
M, A, 0.030737455959178716
M, C, 0.032195359008625926
M, D, 0.03298505649374316
M, M, 0.030494472117604178
M, N, 0.031527153444295956
M, O, 0.037723241404446606
M, P, 0.03377475397886041
M, R, 0.14056615235086867
M, V, 0.5385736848499575
M, W, 0.03037298019681691
M, END, 0.030676709998785082
N, A, 0.012585038355010403
N, C, 0.2191341085172374
N, D, 0.0021474976706191687
N, M, 0.01901157670363894
N, N, 0.256295710110151
N, O, 0.2496426155436711
N, P, 0.03166362464421101
N, R, 0.04974025808263239
N, V, 0.13243008666573067
N, W, 0.0035515080347684022
N, END, 0.02220250934943265
O, A, 0.033568563146027935
O, C, 0.0980644783461685
O, D, 0.05742145178764897
O, M, 0.00822230681385611
O, N, 0.17645164124037363
O, O, 0.18126555591344323
O, P, 0.032918508974847
O, R, 0.03832391438025241
O, V, 0.07903721706538608
O, W, 0.02341951919416708
O, END, 0.2683786711955726
P, A, 0.12146959141404631
P, C, 0.03299755225004707
P, D, 0.011815100734324986
P, M, 0.06543023912634155
P, N, 0.29911975145923553
P, O, 0.058416494068913576
P, P, 0.01190924496328375
P, R, 0.04686028996422519
P, V, 0.30418000376576915
P, W, 0.012332893993598193
P, END, 0.023700809640369046
R, A, 0.09201692609040207
R, C, 0.08944511730139505
R, D, 0.08063816743671406
R, M, 0.01288894869839561
R, N, 0.058762840353474184
R, O, 0.16825909478311576
R, P, 0.020933327352382663
R, R, 0.0705901703075704
R, V, 0.3796109391587793
R, W, 0.010945139729960076
R, END, 0.008433140447674159
V, A, 0.0773054827294738
V, C, 0.16009082964427443
V, D, 0.157239867623673
V, M, 0.004305095915531296
V, N, 0.13267001905416828
V, O, 0.10308591567456053
V, P, 0.058645291614733315
V, R, 0.16221830632798956
V, V, 0.12758413203249236
V, W, 0.008431111302130341
V, END, 0.004842337502328047
W, A, 0.04916237113402062
W, C, 0.03936855670103093
W, D, 0.07042525773195876
W, M, 0.08550257731958763
W, N, 0.08788659793814432
W, O, 0.04149484536082474
W, P, 0.0681701030927835
W, R, 0.06359536082474226
W, V, 0.34181701030927836
W, W, 0.03234536082474227
W, END, 0.08801546391752578
